id,category,en,zh,note_zh,note_en
393,3000字,heart,心臟;胸[C],,
394,3000字,heat,把…加熱[(+up)],,
395,3000字,heavy,"重的,沈的",,
396,3000字,hello,"(用以打招呼或喚起注意)喂,你好",,
397,3000字,help,幫助[(+with)][O2][O3],,
398,3000字,helpful,"有幫助的,有益的,有利於…的[(+to)]",,
399,3000字,here,"這裡,在這裡;向這裡",,
400,3000字,hi,"【口】(表示問候,相當於hello)嗨;你好",,
401,3000字,hide,"把…藏起來,隱藏[(+from)]",,
402,3000字,high,高的,,
403,3000字,hill,小山;丘陵,,
404,3000字,history,歷史;史學[U],,
405,3000字,hit,"打,打擊;擊中",,
406,3000字,hobby,"業餘愛好,癖好,嗜好[C]",,
407,3000字,hold,握著;抓住;夾住,,
408,3000字,holiday,"節日,假日",,
409,3000字,home,"家,住家[C][U]",,
410,3000字,homework,(學生的)家庭作業,,
411,3000字,honest,誠實的;正直的,,
412,3000字,hope,"希望,盼望[+to-v][Y][+that]",,
413,3000字,horse,馬[C],,
414,3000字,hospital,醫院[C][U],,
415,3000字,hot,熱的,,
416,3000字,hot dog,熱狗,,
417,3000字,hotel,旅館;飯店[C],,
418,3000字,hour,小時,,
419,3000字,house,房子;住宅,,
420,3000字,how,"(指方式,方法)怎樣,怎麼",,
421,3000字,however,"然而,可是,不過",,
422,3000字,hundred,一百[C],,
423,3000字,hungry,飢餓的;顯出飢餓樣子的,,
424,3000字,hurry,使趕緊;催促,,
425,3000字,hurt,使受傷,,
426,3000字,husband,丈夫[C],,
427,3000字,I,"(me, my, mine, myself)我(第一人稱單數主格,指說者、作者自己,所有格為my,受格為me)",,
428,3000字,ice,冰[U],,
429,3000字,ice cream,冰淇淋[U][C],,
430,3000字,idea,主意;打算;計劃[C][(+of)][+to-v][+that],,
431,3000字,if,(表示條件)如果,,
432,3000字,important,"重要的,重大的[(+to/for)]",,
433,3000字,in,在…裡,,
434,3000字,inside,"內部,裡面[C]",,
435,3000字,interest,興趣;關注;愛好[C][U][(+in)],,
436,3000字,interested,感興趣的;關心的[(+in)][+to-v][+(that)],,
437,3000字,interesting,有趣的;引起興趣的;令人關注的[(+for/to)],,
438,3000字,Internet,【電腦】網際網路,,
439,3000字,into,(表示動作的方向)到…裡,,
440,3000字,island,島,,
441,3000字,it,"(its, itself)(指已提及或心目中的人或事物)這,那,它",,
442,3000字,jacket,"夾克,上衣",,
443,3000字,January,一月,,
444,3000字,jeans,"斜紋布工作褲;(尤指)工裝褲,牛仔褲",,
445,3000字,job,工作;職業,,
446,3000字,jog,輕搖;輕推;輕撞,,
447,3000字,join,連結;使結合[(+to/together/up)],,
448,3000字,joy,"歡樂,高興[U]",,
449,3000字,juice,"(水果,蔬菜等的)汁[C][U]",,
450,3000字,July,七月,,
451,3000字,jump,跳;跳躍,,
452,3000字,June,六月,,
453,3000字,junior high school,初級中學,,
454,3000字,just,"正好,恰好",,
455,3000字,keep,"(長期或永久)持有,保有",,
456,3000字,key,鑰匙,,
457,3000字,kick,踢,,
458,3000字,kid,"小山羊,小羚羊[C]",,
459,3000字,kill,殺死;宰,,
460,3000字,kilogram,公斤[C],,
461,3000字,kind,種類[C][(+of)],,
462,3000字,king,"(常大寫)王,國王,君主",,
463,3000字,kiss,吻[O1][(+on)],,
464,3000字,kitchen,廚房[C],,
465,3000字,kite,"風箏, 騙子,貪心的人",,
466,3000字,knee,"膝,膝蓋,膝部",,
467,3000字,knife,"刀,小刀;菜刀;手術刀",,
468,3000字,knock,"相撞,碰擊[(+against)]",,
469,3000字,know,知道;了解;懂得[O2][+(that)][+wh-],"<i>1</i>. What do you <em><em>know</em></em> about us?<br>你对我们有什么了解?<br><i>2</i>. I didn't <em><em>know</em></em> the truth until she told me what happened.<br>直到她告诉我发生的事,我才了解真相。<br><i>3</i>. I <em><em>know</em></em> what happened.<br>我知道发生了什么事。<br><i>4</i>. Excuse me, do you <em><em>know</em></em> how to play chess?<br>请问,你知道怎么下国际象棋吗?<br><i>5</i>. Somebody in the <em><em>know</em></em> told me he's going to resign.<br>有知情者告诉我他要辞职了。<br>",
470,3000字,knowledge,"知識,學識,學問[U][S][(+of)]",,
471,3000字,lake,湖,,
472,3000字,lamp,"燈,油燈,燈火",,
473,3000字,land,陸地[U],<i>1</i>. We are glad to be on <em><em>land</em></em> again.<br>我们很高兴又踏上陆地了。<br><i>2</i>. The river passes through our <em><em>land</em></em>.<br>这条河流经我们的国土<br><i>3</i>. The <em><em>land</em></em> is laid down with red or white clover.<br>这块土地种上了红花和白花苜蓿。<br><i>4</i>. This <em><em>land</em></em> was reclaimed from the sea.<br>这块土地是填海开垦出来的。<br><i>5</i>. The ship <em><em>land</em></em>ed safely in the end.<br>船最后平安靠岸了。<br>,
474,3000字,language,語言;語言文字[U],,
475,3000字,large,"大的,寬大的;大規模的",,
476,3000字,last,最後的,,
477,3000字,late,遲的;[(+for)][(+in)][+v-ing],,
478,3000字,later,"較晚的,更晚的",,
479,3000字,laugh,笑;嘲笑[(+at)],,
480,3000字,lazy,"懶惰的,怠惰的",,
481,3000字,lead,引導;領(路)[O],,
482,3000字,leader,"領袖,領導者,指揮者",,
483,3000字,learn,學習;學會[+to-v][+v-ing][+wh-],,
484,3000字,least,最小的;最少的,,
485,3000字,leave,離開(某處)[(+for)],,
486,3000字,left,"(leave的過去式和過去分詞), 左方的;左側的[Z][B]",,
487,3000字,leg,"腿,足;小腿[C]",,
488,3000字,lemon,檸檬[C][U],,
489,3000字,lend,把…借給[O1],,
490,3000字,less,"較小的,較少的[+than]",,
491,3000字,lesson,功課;課業,,
492,3000字,let,"(通常不用被動式)允許,讓[O3]",,
493,3000字,letter,"信,函件",,
494,3000字,library,"圖書館,藏書室;圖書室",,
495,3000字,lie,"(人,動物)躺,臥;(東西)被平放[Q], 撒謊",,
496,3000字,life,生命;生存[U],,
497,3000字,light,光;光線;光亮[U],,
498,3000字,like,喜歡[+v-ing][+to-v],,
499,3000字,line,"繩,線,索",,
500,3000字,lion,獅子,,
501,3000字,lip,嘴唇[C],,
502,3000字,list,表;名冊;目錄[C],,
503,3000字,listen,"聽,留神聽[(+to)]",,
504,3000字,little,小的;小巧可愛的,,
505,3000字,live,"活,活著",,
506,3000字,living room,客廳,,
507,3000字,lonely,"孤獨的,單獨的",,
508,3000字,long,長的;遠的,,
509,3000字,look,看[(+at)],,
510,3000字,lose,"失,丟失,喪失",,
511,3000字,loud,"大聲的,響亮的",,
512,3000字,love,愛;熱愛;愛戴[U][(+for/of/to/forwards)],,
513,3000字,low,"低的,矮的;淺的",,
514,3000字,lucky,"幸運的,好運的[+to-v][+(that)]",,
515,3000字,lunch,午餐;【美】便餐;便當[U][C],,
516,3000字,machine,機器;機械,,
517,3000字,magic,"魔法,巫術",,
518,3000字,mail,"【美】郵遞;郵政[U][the S], 郵件[U]",,
519,3000字,mailman,"(mail carrier)【美】郵差,郵遞員[C]",,
520,3000字,make,做;製造;建造[O1][(+for)],,
521,3000字,man,成年男子[C];男人,,
522,3000字,many,"許多的,多的",,
523,3000字,map,地圖,,
524,3000字,March,三月,,
525,3000字,mark,"痕跡;污點;瘢疤[C], 記號;符號;標記[C]",,
526,3000字,market,市場;股票市場;市集[C],,
527,3000字,married,"已婚的,有配偶的",,
528,3000字,math,"【美】【口】=mathematics, 數學[J]",,
529,3000字,matter,事情;問題;事件[C],,
530,3000字,may,"(might)(表示可能性)可能,也許",,
531,3000字,May,五月,,
532,3000字,maybe,"大概,或許,可能",,
533,3000字,meal,膳食;一餐,,
534,3000字,mean,"吝嗇的,小氣的[(+about/over/with)]",,
535,3000字,meat,(食用的)肉,,
536,3000字,medicine,"藥,內服藥[C][U]",,
537,3000字,medium,中間;中庸;適中,,
538,3000字,meet,遇見;碰上,,
539,3000字,meeting,會議;集會;會,,
540,3000字,menu,菜單,,
541,3000字,mile,"英里,哩",,
542,3000字,milk,乳;牛奶,,
543,3000字,million,"百萬;百萬元(鎊,美元,法郎等)",,
544,3000字,mind,"n. 頭腦,智力[C][U]; vt. 注意,留意,記住要[+(that)][+wh-]",,
545,3000字,minute,分(鐘)(時間單位),,
546,3000字,Miss,"(用于姓名或姓之前, 尤指對未婚女子的稱呼) 女士, 小姐",,
547,3000字,miss,"未擊中;未得到;未達到;未看到;未聽到;未領會[+v-ing], (通常大寫)(用於姓名或姓之前,尤指對未婚女子的稱呼)小姐[C]",,
548,3000字,mistake,"弄錯,誤解",,
549,3000字,modern,現代的;近代的[Z],,
550,3000字,moment,瞬間;片刻[C],,
551,3000字,Monday,星期一,,
552,3000字,money,"錢;貨幣,通貨[U]",,
553,3000字,monkey,猴子[C],,
554,3000字,month,月,,
555,3000字,moon,月球[the S],,
556,3000字,more,"(many, much的比較級)更多的;更高程度的[+(than)]",,
557,3000字,morning,早晨;上午[C][U],,
558,3000字,most,"(many, much的最高級)最多的;最高程度的",,
559,3000字,mother,"(mom, mommy)母親;媽媽",,
560,3000字,motorcycle,摩托車[C],,
561,3000字,mountain,山,,
562,3000字,mouse,鼠,,
563,3000字,mouth,"(人,動物的)嘴",,
564,3000字,move,"使移動,搬動;開動",,
565,3000字,movie,"電影,影片",,
566,3000字,Mr.,"(mister之簡稱;用於男士的姓,姓名或職務之前)先生[C]",,
567,3000字,Mrs.,"(mistress之簡稱;用於已婚女性的夫姓或夫的姓名之前)夫人,太太[C]",,
568,3000字,Ms.,女士(用於婚姻狀況不明或不願提及婚姻狀況之女性的姓或姓名之前),,
569,3000字,much,許多;大量的;很大程度的,,
570,3000字,museum,博物館,,
571,3000字,music,音樂;樂曲;音樂作品,,
572,3000字,must,"(表示必要,命令或強制)必須,得",,
573,3000字,name,"名字,姓名;名稱[C]",,
574,3000字,national,全國性的,,
575,3000字,near,近的,,
576,3000字,neck,"頸,脖子[C]",,
577,3000字,need,需要;必要;需求;要求[S][(+of/for)][+to-v],,
578,3000字,never,從未;永不;決不,,
579,3000字,new,新的;新鮮的;新型的,,
580,3000字,news,新聞;消息;報導[U][(+of/about)],,
581,3000字,next,"緊鄰的,貼近的",,
582,3000字,nice,"好的;美好的,宜人的;可愛的",,
583,3000字,night,夜;晚上[C][U],,
584,3000字,nine,九的;九個的,,
585,3000字,nineteen,十九[C],,
586,3000字,ninety,九十[C],,
587,3000字,ninth,"(與the連用)第九的,第九個的",,
588,3000字,no,沒有,,
589,3000字,nobody,"無人,沒有人",,
590,3000字,nod,點頭,,
591,3000字,noise,聲響;喧鬧聲[C][U],,
592,3000字,noodle,(常複數)麵條,,
593,3000字,noon,"正午,中午[U]",,
594,3000字,north,"北,北方[the S]",,
595,3000字,nose,鼻[C],,
596,3000字,not,不,,
597,3000字,notebook,筆記本;手冊;期票簿[C],,
598,3000字,nothing,無事;無物;沒什麼,,
599,3000字,notice,"公告,通知,貼示[C]",,
600,3000字,November,十一月,,
601,3000字,now,"現在,目前,此刻",,
602,3000字,number,"數,數字[C]",,
603,3000字,nurse,護士,,
604,3000字,o clock,…點鐘,,
605,3000字,October,十月,,
606,3000字,of,"…的,屬於",,
607,3000字,off,"(離)開,(走)開,(隔)開",,
608,3000字,office,辦公室[C],,
609,3000字,officer,軍官,,
610,3000字,often,"常常,時常",,
611,3000字,oil,油[U],,
612,3000字,O.K.,可以的;不錯的[F][(+by/with)],,
613,3000字,old,"老的,上了年紀的",,
614,3000字,on,在…上,,
615,3000字,once,"一次,一回",,
616,3000字,one,一;一個,,
617,3000字,only,"唯一的,僅有的",,
618,3000字,open,打開的,,
619,3000字,or,或者;還是,,
620,3000字,orange,"橙,柳橙[C]",,
621,3000字,order,"順序,次序[U]",,
622,3000字,other,(兩者中)另一個的;其餘的,,
623,3000字,out,出外;在外;向外,,
624,3000字,outside,"外面,外部[the S]",,
625,3000字,over,"在…之上,在正上方",,
626,3000字,own,自己的,,
627,3000字,pack,包;捆;包裹;背包,,
628,3000字,package,包裹;包[(+of)],,
629,3000字,page,(書等的)頁,,
630,3000字,paint,"油漆,塗料[U]",,
631,3000字,pair,"一對,一雙,(兩部分形成的)一件[C][(+of)]",,
632,3000字,pants,"褲子,寬鬆的長褲",,
633,3000字,paper,紙[U],,
634,3000字,parent,父親;母親,,
635,3000字,park,公園;遊樂場,,
636,3000字,part,"一部分,部分[C][U][(+of)]",,
637,3000字,party,"聚會,集會,派對",,
638,3000字,pass,前進;通過;經過;超過,,
639,3000字,past,過去的;剛過去的,,
640,3000字,pay,"付,支付;付款給[O1][(+for/to)]",,
641,3000字,PE,#NAME?,,
642,3000字,pen,"筆[C],鋼筆",,
643,3000字,pencil,鉛筆,,
644,3000字,people,人們[S][K],"
<span class='g b'>Define <span class='k'>people</span> :</span><span class='p'> ['piːpl]</span><br><div id=""e"">n.人；人民；人们<br>v.使住人；居住于</div><br><div class=""t"">例句与用法:</div><div id=""s""><i>1</i>. Were there many <em><em>people</em></em> at the meeting?<br>集会有很多人吗？<br><i>2</i>. People become uninhibited when they drink.<br>人一喝酒就会变得肆无忌惮。<br><i>3</i>. I think it my duty to serve the <em><em>people</em></em>.<br>我认为为人民服务是我的责任。<br><i>4</i>. He expresses sympathy for the working <em><em>people</em></em>.<br>他表现了对劳动人民的同情。<br><i>5</i>. Hunters <em><em>people</em></em>d these forests long ago.<br>猎人们很久以前就住在这片森林里。<br></div><br><div class=""t"">词形变化:</div><div id=""t"">名词: <i>peopler</i> 名词复数: <i>people</i> 过去式: <i>peopled</i> 过去分词: <i>peopled</i> 现在分词: <i>peopling</i> 第三人称单数: <i>peoples</i> </div></div><br><div align=""center""><a href=""https://dict.cn/people"" target=""_blank""><font color=gray>查看详细解释</font></a></div>",
645,3000字,perhaps,"大概,或許,可能",,
646,3000字,person,人;【貶】傢伙[C],,
647,3000字,pet,"供玩賞的動物,寵物",,
648,3000字,piano,鋼琴[C],,
649,3000字,pick,"挑選,選擇[O2]",,
650,3000字,picnic,"(自帶食物的)郊遊,野餐;(個人自帶食品的)聚餐[C]",,
651,3000字,picture,畫;畫像;圖片;照片[(+of)],,
652,3000字,pie,派(酥殼有餡的餅);餡餅,,
653,3000字,piece,"一個,一張,一片;一塊[C][(+of)]",,
654,3000字,pig,豬;小豬[C],,
655,3000字,pink,"粉紅色,桃紅色[C][U]",,
656,3000字,pizza,(塗有番茄醬、乳酪等的)義大利肉餡餅;比薩餅,,
657,3000字,place,"地方,地點;地區;位置[C]",,
658,3000字,plan,計劃;方案;打算[(+for/of)][+to-v],,
659,3000字,play,玩耍;遊戲;戲弄;玩弄[(+with)],,
660,3000字,player,遊戲的人;打牌的人;下棋的人,,
661,3000字,playground,"(學校的)操場,運動場;(兒童)遊樂場",,
662,3000字,please,"使高興,使喜歡,使滿意[W], (用於請求或命令)請",,
663,3000字,p.m.,#NAME?,,
664,3000字,point,"尖,尖端,尖頭[C][(+of)]",,
665,3000字,police,"警察,警方[the S][K]",,
666,3000字,polite,"有禮貌的,客氣的;殷勤的",,
667,3000字,poor,"貧窮的,貧困的",,
668,3000字,popcorn,爆玉米花,,
669,3000字,popular,民眾的;大眾的[Z][B],,
670,3000字,pork,豬肉[U],,
671,3000字,possible,可能的,,
672,3000字,post office,郵局[C],,
673,3000字,postcard,郵政明信片,,
674,3000字,pound,(重量單位)磅[C],,
675,3000字,practice,"實行,實施,實踐[U]",,
676,3000字,prepare,準備;使…準備好[(+for)][O2],,
677,3000字,present,"出席的,在場的[F]",,
678,3000字,pretty,"(用於女性,小孩及小物件)漂亮的;秀麗的;可愛的",,
679,3000字,price,"價格,價錢[C]",,
680,3000字,problem,"問題,疑難問題",,
681,3000字,program,節目單;程序表,,
682,3000字,proud,"驕傲的,有自尊心的",,
683,3000字,public,公眾的[Z][B],,
684,3000字,pull,"拉,拖,牽,拽;搬走",,
685,3000字,purple,紫色,,
686,3000字,push,"推;推動,推進",,
687,3000字,put,"放,擺,裝",,
688,3000字,queen,女王[(+of)],,
689,3000字,question,問題;詢問[C],,
690,3000字,quick,"快的,迅速的",,
691,3000字,quiet,安靜的;輕聲的;沈默的,,
692,3000字,quite,"完全,徹底",,
693,3000字,rabbit,兔;野兔[C],,
